"OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","rllt__details 3","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","vzRMeAg4Oi8__kl-trunc-name","rllt__details 4","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","YQ4gaf src","gqguwf"
"שם בראל צלם אירועים","· צלם חתונות","5.0","(2)","מעל 10 שנות פעילות · ירושלים ·","054-313-4757","","","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","שם בראל צלם אירועים","פתוח ⋅ ייסגר בשעה 23:30","5.0","(2)","",""
"גיל דור - צילום אירועים","· צלם","5.0","(49)","מעל 20 שנות פעילות · מודיעין מכבים רעות ·","050-919-1212","http://www.topimage.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","גיל דור - צילום אירועים","פתוח ⋅ ייסגר בשעה 19:30","5.0","(49)","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACgAAAAoCAMAAAC7IEhfAAAAflBMVEVHcEzs8v/b6P/a5//V5P+91f+jxP+gw/+hxP+ox//B1//X5P/4+v/M3v/Q4f/9/f/u9P+ty/+xzf/z9/+jxv+yzf+81P+avv13ne9PfOM5bt+BpvIyat4+cd9DdOCStvmIrfVeiOdslOuTtf+Qsv+HrP+NsP+4zv9Tg/Kpw/9P6VkYAAAAKnRSTlMAJUtjcbD2///qplcQin4ELNzPHv/OtP///////////////9rPsKlt8ITWgCk1AAABgUlEQVR4AX2VBZLDMAwAw1LK4AsYAoft/z94obHk0BaGdkQmb44fhFEUBr63SxgngD0A6eG4ZZ3OCTAQ08t1zYtIs6ThMlwMqxxmQW932ODxdLwUNrkz88TioRhAsHxQ9gwsIi9KKcsiF6xO2y/zlDZVh9GKmeGUOCGv0NWELshMx+RnsNTW68ya6rz03pUFLCtGyUL2YgiWXHNR5xTy6LSMjeSibNBpPCFRuaJCnvsGexEtT+/IxO0aIeDTBtEa8kwrgM/8AgTO50hEjghCWZPWcBIjcMzGyC5999d0npP6CA6Iqi3LViGCQ2DHQyrbjnw8XjKLOIqziKm7azunborPjkLVKNDduyFpTSulNANS6laBoE1B20yoqmuY0cnFVEHKNi62slogy3wwL3QU+OoxTIV0FPqZY6MXEu21kI4rFmZdNJ8CDuwCEDvix5VfKdvi3b18vrbEb+51nH7Wxd/lXfr3Wmqvv9Wr+f2aaW83HOP487LW79HbxQ/+OpbPxz+OulJiB8BuewAAAABJRU5ErkJggg==","""אנושי, מקצועי והכי טוב שיש."""
"צילום אירועים משפחה הריון תדמית צלמת בגוש עציון ״מעין ויובל צלמים״ מעין שושני מרקוביץ צלמת","· צלם","5.0","(30)","מעל 3 שנות פעילות ·","054-588-1413","https://www.facebook.com/%D7%9E%D7%A2%D7%99%D7%9F-%D7%95%D7%99%D7%95%D7%91%D7%9C-%D7%A6%D7%9C%D7%9E%D7%99%D7%9D-172656876116372/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","צילום אירועים משפחה הריון תדמית צלמת בגוש עציון ״מעין ויובל צלמים״ מעין שושני מרקוביץ צלמת","פתוח 24 שעות","5.0","(30)","",""
"אספוסה - צילום אירועים","· שירות צילום","4.5","(124)","מעל 7 שנות פעילות · ראשון לציון ·","077-601-8331","https://www.esposa.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","אספוסה - צילום אירועים","פתוח ⋅ ייסגר בשעה 22:00","4.5","(124)","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACgAAAAoCAMAAAC7IEhfAAAAflBMVEVHcEzs8v/b6P/a5//V5P+91f+jxP+gw/+hxP+ox//B1//X5P/4+v/M3v/Q4f/9/f/u9P+ty/+xzf/z9/+jxv+yzf+81P+avv13ne9PfOM5bt+BpvIyat4+cd9DdOCStvmIrfVeiOdslOuTtf+Qsv+HrP+NsP+4zv9Tg/Kpw/9P6VkYAAAAKnRSTlMAJUtjcbD2///qplcQin4ELNzPHv/OtP///////////////9rPsKlt8ITWgCk1AAABgUlEQVR4AX2VBZLDMAwAw1LK4AsYAoft/z94obHk0BaGdkQmb44fhFEUBr63SxgngD0A6eG4ZZ3OCTAQ08t1zYtIs6ThMlwMqxxmQW932ODxdLwUNrkz88TioRhAsHxQ9gwsIi9KKcsiF6xO2y/zlDZVh9GKmeGUOCGv0NWELshMx+RnsNTW68ya6rz03pUFLCtGyUL2YgiWXHNR5xTy6LSMjeSibNBpPCFRuaJCnvsGexEtT+/IxO0aIeDTBtEa8kwrgM/8AgTO50hEjghCWZPWcBIjcMzGyC5999d0npP6CA6Iqi3LViGCQ2DHQyrbjnw8XjKLOIqziKm7azunborPjkLVKNDduyFpTSulNANS6laBoE1B20yoqmuY0cnFVEHKNi62slogy3wwL3QU+OoxTIV0FPqZY6MXEu21kI4rFmZdNJ8CDuwCEDvix5VfKdvi3b18vrbEb+51nH7Wxd/lXfr3Wmqvv9Wr+f2aaW83HOP487LW79HbxQ/+OpbPxz+OulJiB8BuewAAAABJRU5ErkJggg==","""איגור, סהר ואיתי מדהימים!"""
"צילום חתונות בראשית ישראל פרסי","· צלם חתונות","5.0","(108)","מעל 15 שנות פעילות · ראשון לציון ·","050-939-5599","https://bereshitebara.com/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","צילום חתונות בראשית ישראל פרסי","פתוח ⋅ ייסגר בשעה 22:00","5.0","(108)","",""
"יצחק לוי צלם חרדי","· צלם חתונות","5.0","(7)","מעל 5 שנות פעילות · ירושלים ·","054-845-9220","http://www.0548459220.com/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","יצחק לוי צלם חרדי","פתוח 24 שעות","5.0","(7)","",""
"צילום עליה לתורה - צילום אומנותי שלא הכרתם","· סטודיו לצילום","5.0","(9)","מעל 3 שנות פעילות ·","058-545-5500","http://www.bemazal.com/","אתר","","","","פתוח 24 שעות","","","",""
"צילום אירועים פוטושוט","· צלם חתונות","4.8","(60)","מעל 5 שנות פעילות · אשדוד ·","052-828-2308","http://www.photoshot.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","צילום אירועים פוטושוט","פתוח ⋅ ייסגר בשעה 23:00","4.8","(60)","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACgAAAAoCAMAAAC7IEhfAAAAflBMVEVHcEzs8v/b6P/a5//V5P+91f+jxP+gw/+hxP+ox//B1//X5P/4+v/M3v/Q4f/9/f/u9P+ty/+xzf/z9/+jxv+yzf+81P+avv13ne9PfOM5bt+BpvIyat4+cd9DdOCStvmIrfVeiOdslOuTtf+Qsv+HrP+NsP+4zv9Tg/Kpw/9P6VkYAAAAKnRSTlMAJUtjcbD2///qplcQin4ELNzPHv/OtP///////////////9rPsKlt8ITWgCk1AAABgUlEQVR4AX2VBZLDMAwAw1LK4AsYAoft/z94obHk0BaGdkQmb44fhFEUBr63SxgngD0A6eG4ZZ3OCTAQ08t1zYtIs6ThMlwMqxxmQW932ODxdLwUNrkz88TioRhAsHxQ9gwsIi9KKcsiF6xO2y/zlDZVh9GKmeGUOCGv0NWELshMx+RnsNTW68ya6rz03pUFLCtGyUL2YgiWXHNR5xTy6LSMjeSibNBpPCFRuaJCnvsGexEtT+/IxO0aIeDTBtEa8kwrgM/8AgTO50hEjghCWZPWcBIjcMzGyC5999d0npP6CA6Iqi3LViGCQ2DHQyrbjnw8XjKLOIqziKm7azunborPjkLVKNDduyFpTSulNANS6laBoE1B20yoqmuY0cnFVEHKNi62slogy3wwL3QU+OoxTIV0FPqZY6MXEu21kI4rFmZdNJ8CDuwCEDvix5VfKdvi3b18vrbEb+51nH7Wxd/lXfr3Wmqvv9Wr+f2aaW83HOP487LW79HbxQ/+OpbPxz+OulJiB8BuewAAAABJRU5ErkJggg==","""שירות מהיר ואדיב,
ממליץ."""
"פלאש צילום - צלם אירועים חרדי /דתי","· צלם","5.0","(6)","פתוח 24 שעות","052-304-0041","https://photographer-4279.business.site/?utm_source=gmb&utm_medium=referral","אתר","","","","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACgAAAAoCAMAAAC7IEhfAAAAflBMVEVHcEzs8v/b6P/a5//V5P+91f+jxP+gw/+hxP+ox//B1//X5P/4+v/M3v/Q4f/9/f/u9P+ty/+xzf/z9/+jxv+yzf+81P+avv13ne9PfOM5bt+BpvIyat4+cd9DdOCStvmIrfVeiOdslOuTtf+Qsv+HrP+NsP+4zv9Tg/Kpw/9P6VkYAAAAKnRSTlMAJUtjcbD2///qplcQin4ELNzPHv/OtP///////////////9rPsKlt8ITWgCk1AAABgUlEQVR4AX2VBZLDMAwAw1LK4AsYAoft/z94obHk0BaGdkQmb44fhFEUBr63SxgngD0A6eG4ZZ3OCTAQ08t1zYtIs6ThMlwMqxxmQW932ODxdLwUNrkz88TioRhAsHxQ9gwsIi9KKcsiF6xO2y/zlDZVh9GKmeGUOCGv0NWELshMx+RnsNTW68ya6rz03pUFLCtGyUL2YgiWXHNR5xTy6LSMjeSibNBpPCFRuaJCnvsGexEtT+/IxO0aIeDTBtEa8kwrgM/8AgTO50hEjghCWZPWcBIjcMzGyC5999d0npP6CA6Iqi3LViGCQ2DHQyrbjnw8XjKLOIqziKm7azunborPjkLVKNDduyFpTSulNANS6laBoE1B20yoqmuY0cnFVEHKNi62slogy3wwL3QU+OoxTIV0FPqZY6MXEu21kI4rFmZdNJ8CDuwCEDvix5VfKdvi3b18vrbEb+51nH7Wxd/lXfr3Wmqvv9Wr+f2aaW83HOP487LW79HbxQ/+OpbPxz+OulJiB8BuewAAAABJRU5ErkJggg==","""אדיב וסבלני.... שיש אירועים במשפחה אנחנו לא מוותרים עליו."""
"UFP.CO.IL - צילום אירועים","· צלם","5.0","(12)","ירושלים ·","054-319-4218","https://ufp.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","UFP.CO.IL - צילום אירועים","פתוח ⋅ ייסגר בשעה 18:00","5.0","(12)","",""
"פוטו יהודה-צילום אירועים","· צלם חתונות","4.6","(77)","מעל 55 שנות פעילות · בית שמש ·","054-700-0434","http://michael-photography.com/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","פוטו יהודה-צילום אירועים","פתוח 24 שעות","4.6","(77)","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACgAAAAoCAMAAAC7IEhfAAAAflBMVEVHcEzs8v/b6P/a5//V5P+91f+jxP+gw/+hxP+ox//B1//X5P/4+v/M3v/Q4f/9/f/u9P+ty/+xzf/z9/+jxv+yzf+81P+avv13ne9PfOM5bt+BpvIyat4+cd9DdOCStvmIrfVeiOdslOuTtf+Qsv+HrP+NsP+4zv9Tg/Kpw/9P6VkYAAAAKnRSTlMAJUtjcbD2///qplcQin4ELNzPHv/OtP///////////////9rPsKlt8ITWgCk1AAABgUlEQVR4AX2VBZLDMAwAw1LK4AsYAoft/z94obHk0BaGdkQmb44fhFEUBr63SxgngD0A6eG4ZZ3OCTAQ08t1zYtIs6ThMlwMqxxmQW932ODxdLwUNrkz88TioRhAsHxQ9gwsIi9KKcsiF6xO2y/zlDZVh9GKmeGUOCGv0NWELshMx+RnsNTW68ya6rz03pUFLCtGyUL2YgiWXHNR5xTy6LSMjeSibNBpPCFRuaJCnvsGexEtT+/IxO0aIeDTBtEa8kwrgM/8AgTO50hEjghCWZPWcBIjcMzGyC5999d0npP6CA6Iqi3LViGCQ2DHQyrbjnw8XjKLOIqziKm7azunborPjkLVKNDduyFpTSulNANS6laBoE1B20yoqmuY0cnFVEHKNi62slogy3wwL3QU+OoxTIV0FPqZY6MXEu21kI4rFmZdNJ8CDuwCEDvix5VfKdvi3b18vrbEb+51nH7Wxd/lXfr3Wmqvv9Wr+f2aaW83HOP487LW79HbxQ/+OpbPxz+OulJiB8BuewAAAABJRU5ErkJggg==","""שירות אדיב מהיר ומקצועי."""
"","","","","","","","","","","","","","","",""
"שרון גבאי - צלם","· צלם","5.0","(89)","ירושלים ·","054-200-0300","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjb9qeB2ND8AhVkj2gJHUK8AcEYABAAGgJ3Zg&ohost=www.google.com&cid=CAESbeD2DYMzsDxNYB55Z2eW1ocgv_XJSY4crt-hd2W-AEOvmlMF6lKZw2PgAOW6d-URsfiNwUtNjx0AfnOgREkA7gCrmeYiUdZ0gVh3eK7ou102KtAhnTr1SDh0w7eY8AQq4iXYd-GquVuHARKfJgg&sig=AOD64_2LBFdi9y8lNSZwfOyNJhUPOR09eQ&q=&ctype=99&ved=2ahUKEwijkKCB2ND8AhWrSvEDHdFQAXg4FBCErAF6BAgBEBQ&adurl=","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","תהילה משכן","צלם","5.0","(89)","",""
"טופ צלמים - צילום אירועים","· צלם חתונות","4.7","(37)","מעל 10 שנות פעילות · ראשון לציון ·","072-329-0660","https://www.eventsphotographers.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","טופ צלמים - צילום אירועים","פתוח 24 שעות","4.7","(37)","",""
"עופר מתיתיהו צלם אירועים","· צלם חתונות","5.0","(28)","מעל 10 שנות פעילות · תל אביב-יפו ·","052-871-0700","http://www.oferm.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","עופר מתיתיהו צלם אירועים","פתוח ⋅ ייסגר בשעה 23:00","5.0","(28)","",""
"ברכי זרביב צלמת","· צלם","5.0","(8)","ירושלים ·","052-590-8770","","","","","ברכי זרביב צלמת","פתוח 24 שעות","5.0","(8)","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"Josh Mak photo","· צלם חתונות","5.0","(1)","מעל 10 שנות פעילות · ירושלים ·","054-832-3700","","","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","Josh Mak photo","פתוח ⋅ ייסגר בשעה 17:00","5.0","(1)","",""
"צילום אירועים - מבט ראשון","· צלם חתונות","3.0","(2)","מעל 10 שנות פעילות · ירושלים ·","054-745-6118","","","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","צילום אירועים - מבט ראשון","פתוח ⋅ ייסגר בשעה 17:00","3.0","(2)","",""
"צילום אירועים - פוטו יחזקאל","אין ביקורות · צלם חתונות","","","מעל 10 שנות פעילות · ירושלים ·","02-625-5590","http://www.b144.co.il/B144_sip/clients/528314929.aspx","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","צילום אירועים - פוטו יחזקאל","פתוח ⋅ ייסגר בשעה 18:00","","","",""
"יוסי עוז| יוסי סטודיו| צילום אירועים וחתונות | צילום חתונה | צלמים לחתונה| צלם חתונות","· צלם חתונות","5.0","(25)","מעל 3 שנות פעילות · ראשון לציון ·","03-561-4835","http://www.yossioz.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","יוסי עוז| יוסי סטודיו| צילום אירועים וחתונות | צילום חתונה | צלמים לחתונה| צלם חתונות","פתוח ⋅ ייסגר בשעה 19:00","5.0","(25)","",""
"מגנטים לאירועים","· צלם","4.7","(15)","מעל 5 שנות פעילות · ירושלים ·","055-885-4325","https://shimonohana.wixsite.com/shimono","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","מגנטים לאירועים","פתוח 24 שעות","4.7","(15)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מחיר מצויין לאומת השוק."""
"סטודיו אגדה / צילום עם דמיון","· צלם","5.0","(5)","מעל 15 שנות פעילות · ירושלים","","https://nons.co.il/provider/studioagadajerusalem","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","סטודיו אגדה / צילום עם דמיון","פתוח ⋅ ייסגר בשעה 18:00","5.0","(5)","",""
"צלם איציק מילר צילום אירועים ותדמית","· צלם","4.7","(61)","מעל 10 שנות פעילות · חדרה ·","052-666-8777","http://www.itzikmiller.com/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","צלם איציק מילר צילום אירועים ותדמית","פתוח 24 שעות","4.7","(61)","",""
"קובי סימון צלמים","· צלם","5.0","(21)","מעל 10 שנות פעילות · ראשון לציון ·","053-444-1736","https://www.jacobensimon.com/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","קובי סימון צלמים","פתוח ⋅ ייסגר בשעה 21:00","5.0","(21)","",""
"HR Photography Israel","· צלם","5.0","(3)","ירושלים ·","054-979-3695","https://hrphotographyisrael.com/en/home-2/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","HR Photography Israel","פתוח ⋅ ייסגר בשעה 17:00","5.0","(3)","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"קים צילום אירועים ומגנטים","· סטודיו לצילום","5.0","(3)","מעל 3 שנות פעילות · ירושלים ·","054-769-8403","","","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","קים צילום אירועים ומגנטים","פתוח 24 שעות","5.0","(3)","",""
"הלל פלג צלמת אירועים ובוקים","אין ביקורות · צלם","","","פתוח 24 שעות","058-653-7648","","","","","","","","","",""
"סטודיו לצילום שקד צלם אירועים חרדי","אין ביקורות · צלם חתונות","","","מעל 10 שנות פעילות · ירושלים ·","054-840-9100","http://www.haredi.co.il/Heb_BusinessInfo_2007_1_0_0.htm?nvkind=","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","סטודיו לצילום שקד צלם אירועים חרדי","פתוח ⋅ ייסגר בשעה 20:00","","","",""
