"vzRMeAg4Oi8__kl-trunc-name","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","rllt__details 3","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","rllt__details 4","BI0Dve"
"Moshiko Stern - מושיקו שטרן","5.0","(76)","Moshiko Stern - מושיקו שטרן","· תקליטן","5.0","(76)","Rishon le zion","פתוח 24 שעות","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjlneaj_9D8AhXej2gJHe4-By0YABAAGgJ3Zg&ohost=www.google.com&cid=CAESbeD2NKZMyPTm4s12n0Sh-FOSy-Q7P0QMPLvir_MvN5QD9h68nubEYByd2FCtJNTSqyrc7gh4WY7YyQ_elQZeveH9RU_xHAnfji8nW-M6nTl869bNnrfZ_wKlzEf1lNRD74rWSwBR1Ps3lI4iqcM&sig=AOD64_20x7IDB5kZWiM-NsbdRlG3L6igkA&q=&ctype=99&ved=2ahUKEwjDvN6j_9D8AhUnbvEDHfXKDzE4PBCErAF6BAgCEBQ&adurl=","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"Dj Gadi Perez- Music Events גדי פרץ","5.0","(34)","Dj Gadi Perez- Music Events גדי פרץ","· תקליטן","5.0","(34)","תל אביב-יפו ·","052-431-6630","https://get-marketing.co.il/dj-gadi/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 0:00",""
"אינקוגניטו","5.0","(1)","אינקוגניטו","· תקליטן","5.0","(1)","מעל 7 שנות פעילות · ירושלים ·","02-563-9485","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"די ג'יי רועי בוקרה - תקליטן לחתונה - דיג'יי לאירועים","5.0","(2)","די ג'יי רועי בוקרה - תקליטן לחתונה - דיג'יי לאירועים","· תקליטן","5.0","(2)","מעל 5 שנות פעילות · ראש העין ·","077-801-2888","http://www.djroyb.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 22:00",""
"Kobi Pearl DJ - די ג'יי קובי פרל","4.7","(35)","Kobi Pearl DJ - די ג'יי קובי פרל","· תקליטן","4.7","(35)","מעל 10 שנות פעילות · חיפה ·","052-399-2407","https://www.djkobi.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 23:30","קבלת קהל במקום"
"רוקה דיג'ייז","5.0","(26)","רוקה דיג'ייז","· תקליטן","5.0","(26)","מעל 5 שנות פעילות · קרית ים ·","1-800-305-080","http://www.roca.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח עכשיו",""
"חוג'ה רועי","","","חוג'ה רועי","אין ביקורות · תקליטן","","","מעל 7 שנות פעילות · ירושלים ·","050-960-9090","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"","","","Different - מוזיקה בצבע אחר","· תקליטן","5.0","(27)","מעל 3 שנות פעילות ·","052-292-5980","","","","","פתוח 24 שעות",""
"שרון כהן | די ג'יי לחתונה | תקליטן לחתונה","5.0","(8)","שרון כהן | די ג'יי לחתונה | תקליטן לחתונה","· תקליטן","5.0","(8)","מעל 3 שנות פעילות · רמת גן ·","054-485-0419","http://www.dj.yalla.co.il/store/169086","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 15:00","קבלת קהל במקום"
"סטיב לוי מוסיקה & אירועים | אולפן הקלטות","5.0","(3)","סטיב לוי מוסיקה & אירועים | אולפן הקלטות","· תקליטן","5.0","(3)","מעל 3 שנות פעילות · באר יעקב ·","054-666-9393","http://www.stevelevi.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 23:00","קבלת קהל במקום"
"דיג׳יי אלמוג לבר","5.0","(6)","דיג׳יי אלמוג לבר","· תקליטן","5.0","(6)","תל אביב-יפו ·","054-228-4336","https://website--9207024643403514121243-dj.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"מתחתנים / דיג'י איתמר שגיא","5.0","(2)","מתחתנים / דיג'י איתמר שגיא","· תקליטן","5.0","(2)","מעל 3 שנות פעילות · תל אביב-יפו ·","052-366-4649","http://www.itamarsagi.com/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"די ג'יי רועי שמש","5.0","(5)","די ג'יי רועי שמש","· תקליטן","5.0","(5)","מעל 5 שנות פעילות · רמת גן ·","052-256-6861","http://www.royshemesh.com/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"פיני דקל","5.0","(2)","פיני דקל","· תקליטן","5.0","(2)","מעל 3 שנות פעילות · נס ציונה","","https://www.mit4mit.co.il/biz/855","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"אוקטופוס - תוכן ומוסיקה בארועים | OCTOPUS Live & Djs","5.0","(2)","אוקטופוס - תוכן ומוסיקה בארועים | OCTOPUS Live & Djs","· תקליטן","5.0","(2)","מעל 15 שנות פעילות · ראשון לציון ·","03-527-2729","http://www.octopusdjs.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 22:00","פגישות אונליין"
"תקליטן משה טל - תקליטנים מוזיקה לאירועים","4.3","(4)","תקליטן משה טל - תקליטנים מוזיקה לאירועים","· תקליטן","4.3","(4)","מעל 10 שנות פעילות · תל אביב-יפו ·","03-644-5459","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 23:30",""
"DJ ליאור שחר - מוסיקה ללא הפסקה","5.0","(4)","DJ ליאור שחר - מוסיקה ללא הפסקה","· תקליטן","5.0","(4)","מעל 5 שנות פעילות · פתח תקווה ·","050-901-7777","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 20:00",""
"דיג'יי שרון יוספוב - DJ Sharon Yosefov","5.0","(3)","דיג'יי שרון יוספוב - DJ Sharon Yosefov","· תקליטן","5.0","(3)","אור יהודה ·","054-803-4595","https://www.sharonyosefov.com/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"DJ Yoel Mamou","5.0","(2)","DJ Yoel Mamou","· תקליטן","5.0","(2)","ירושלים ·","050-956-6335","https://linkfly.to/5010714aIxq","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"אוקטופוס DJ - תקליטנים | Octopus Pro DJ","5.0","(2)","אוקטופוס DJ - תקליטנים | Octopus Pro DJ","· תקליטן","5.0","(2)","חולון ·","072-393-9399","https://www.octopusprodj.com/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 22:00",""
"שי כהן מוסיקה לאירועים","5.0","(4)","שי כהן מוסיקה לאירועים","· תקליטן","5.0","(4)","מעל 3 שנות פעילות · קרית גת ·","052-233-3292","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
