"vzRMeAg4Oi8__kl-trunc-name","OSrXXb","rllt__details","rllt__details 2","rllt__details 3","rllt__details 4","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","yi40Hd","RDApEe","YQ4gaf src","gqguwf"
"הילה חדאד - מאפרת כלות וערב | Hila Hadad - Bridal makeup and events","הילה חדאד - מאפרת כלות וערב | Hila Hadad - Bridal makeup and events","· מכון יופי","מאיר בלבן 606 ·","052-303-0015","פתוח 24 שעות","https://hila-hadad-makeup.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(36)","5.0","(36)","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACgAAAAoCAMAAAC7IEhfAAAAflBMVEVHcEzs8v/b6P/a5//V5P+91f+jxP+gw/+hxP+ox//B1//X5P/4+v/M3v/Q4f/9/f/u9P+ty/+xzf/z9/+jxv+yzf+81P+avv13ne9PfOM5bt+BpvIyat4+cd9DdOCStvmIrfVeiOdslOuTtf+Qsv+HrP+NsP+4zv9Tg/Kpw/9P6VkYAAAAKnRSTlMAJUtjcbD2///qplcQin4ELNzPHv/OtP///////////////9rPsKlt8ITWgCk1AAABgUlEQVR4AX2VBZLDMAwAw1LK4AsYAoft/z94obHk0BaGdkQmb44fhFEUBr63SxgngD0A6eG4ZZ3OCTAQ08t1zYtIs6ThMlwMqxxmQW932ODxdLwUNrkz88TioRhAsHxQ9gwsIi9KKcsiF6xO2y/zlDZVh9GKmeGUOCGv0NWELshMx+RnsNTW68ya6rz03pUFLCtGyUL2YgiWXHNR5xTy6LSMjeSibNBpPCFRuaJCnvsGexEtT+/IxO0aIeDTBtEa8kwrgM/8AgTO50hEjghCWZPWcBIjcMzGyC5999d0npP6CA6Iqi3LViGCQ2DHQyrbjnw8XjKLOIqziKm7azunborPjkLVKNDduyFpTSulNANS6laBoE1B20yoqmuY0cnFVEHKNi62slogy3wwL3QU+OoxTIV0FPqZY6MXEu21kI4rFmZdNJ8CDuwCEDvix5VfKdvi3b18vrbEb+51nH7Wxd/lXfr3Wmqvv9Wr+f2aaW83HOP487LW79HbxQ/+OpbPxz+OulJiB8BuewAAAABJRU5ErkJggg==","""תודה להילה על איפור מעולה ועל יחס אישי ומפנק."""
"מאפרת כלות וערב - מעצבת שיער לאירועים - אלינור נקר","מאפרת כלות וערב - מעצבת שיער לאירועים - אלינור נקר","· מכון יופי","שמואל תמיר 70 ·","052-511-3994","פתוח ⋅ ייסגר בשעה 21:00","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(2)","5.0","(2)","",""
"","נויה לוי - מאפרת כלות וערב","·","פתוח ⋅ ייסגר בשעה 20:00","Make-up artist","","https://www.instagram.com/noyalevimakeup","אתר","","","","","5.0","(8)","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACgAAAAoCAMAAAC7IEhfAAAAflBMVEVHcEzs8v/b6P/a5//V5P+91f+jxP+gw/+hxP+ox//B1//X5P/4+v/M3v/Q4f/9/f/u9P+ty/+xzf/z9/+jxv+yzf+81P+avv13ne9PfOM5bt+BpvIyat4+cd9DdOCStvmIrfVeiOdslOuTtf+Qsv+HrP+NsP+4zv9Tg/Kpw/9P6VkYAAAAKnRSTlMAJUtjcbD2///qplcQin4ELNzPHv/OtP///////////////9rPsKlt8ITWgCk1AAABgUlEQVR4AX2VBZLDMAwAw1LK4AsYAoft/z94obHk0BaGdkQmb44fhFEUBr63SxgngD0A6eG4ZZ3OCTAQ08t1zYtIs6ThMlwMqxxmQW932ODxdLwUNrkz88TioRhAsHxQ9gwsIi9KKcsiF6xO2y/zlDZVh9GKmeGUOCGv0NWELshMx+RnsNTW68ya6rz03pUFLCtGyUL2YgiWXHNR5xTy6LSMjeSibNBpPCFRuaJCnvsGexEtT+/IxO0aIeDTBtEa8kwrgM/8AgTO50hEjghCWZPWcBIjcMzGyC5999d0npP6CA6Iqi3LViGCQ2DHQyrbjnw8XjKLOIqziKm7azunborPjkLVKNDduyFpTSulNANS6laBoE1B20yoqmuY0cnFVEHKNi62slogy3wwL3QU+OoxTIV0FPqZY6MXEu21kI4rFmZdNJ8CDuwCEDvix5VfKdvi3b18vrbEb+51nH7Wxd/lXfr3Wmqvv9Wr+f2aaW83HOP487LW79HbxQ/+OpbPxz+OulJiB8BuewAAAABJRU5ErkJggg==","""בלי קשר שהאיפור יצא פשוט מושלם והיחס של נוי שווה הכל!!!!!"""
"הודיה חן איפור כלות וערב","הודיה חן איפור כלות וערב","אין ביקורות · בעל סלון יופי וקוסמטיקה","גבעת זאב ·","053-962-7471","פתוח ⋅ ייסגר בשעה 21:30","https://beautician-2148.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"סלון כלות, שמלות כלה בירושלים - נעמה ניומן","סלון כלות, שמלות כלה בירושלים - נעמה ניומן","· חנות כלות","מאיר גרוסמן 82 א ·","050-466-0000","פתוח ⋅ ייסגר בשעה 19:00","https://www.naamanewman.co.il/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.2","(43)","4.2","(43)","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACgAAAAoCAMAAAC7IEhfAAAAflBMVEVHcEzs8v/b6P/a5//V5P+91f+jxP+gw/+hxP+ox//B1//X5P/4+v/M3v/Q4f/9/f/u9P+ty/+xzf/z9/+jxv+yzf+81P+avv13ne9PfOM5bt+BpvIyat4+cd9DdOCStvmIrfVeiOdslOuTtf+Qsv+HrP+NsP+4zv9Tg/Kpw/9P6VkYAAAAKnRSTlMAJUtjcbD2///qplcQin4ELNzPHv/OtP///////////////9rPsKlt8ITWgCk1AAABgUlEQVR4AX2VBZLDMAwAw1LK4AsYAoft/z94obHk0BaGdkQmb44fhFEUBr63SxgngD0A6eG4ZZ3OCTAQ08t1zYtIs6ThMlwMqxxmQW932ODxdLwUNrkz88TioRhAsHxQ9gwsIi9KKcsiF6xO2y/zlDZVh9GKmeGUOCGv0NWELshMx+RnsNTW68ya6rz03pUFLCtGyUL2YgiWXHNR5xTy6LSMjeSibNBpPCFRuaJCnvsGexEtT+/IxO0aIeDTBtEa8kwrgM/8AgTO50hEjghCWZPWcBIjcMzGyC5999d0npP6CA6Iqi3LViGCQ2DHQyrbjnw8XjKLOIqziKm7azunborPjkLVKNDduyFpTSulNANS6laBoE1B20yoqmuY0cnFVEHKNi62slogy3wwL3QU+OoxTIV0FPqZY6MXEu21kI4rFmZdNJ8CDuwCEDvix5VfKdvi3b18vrbEb+51nH7Wxd/lXfr3Wmqvv9Wr+f2aaW83HOP487LW79HbxQ/+OpbPxz+OulJiB8BuewAAAABJRU5ErkJggg==","""התוצאה הסופית הייתה קסומה וישבה בדיוק עלי."""
"סיון אלבז איפור, עיצוב שיער ושעוות פנים","סיון אלבז איפור, עיצוב שיער ושעוות פנים","אין ביקורות · חנות כלות","הצבר 215 ·","053-312-4551","פתוח 24 שעות","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"שרי פריימן - איפור כלות וערב","שרי פריימן - איפור כלות וערב","אין ביקורות · בעל סלון יופי וקוסמטיקה","ביתר עילית ·","052-714-6289","","https://beautician-261.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"","גל פינקלשטיין מאפרת ומעצבת שיער","אין ביקורות · מכון יופי","פתוח 24 שעות","050-749-0066","","","","","","","","","","",""
"ציפי רוזנטל - מאפרת כלות, איפור ערב","ציפי רוזנטל - מאפרת כלות, איפור ערב","· מכון יופי","מודיעין עילית ·","058-505-0560","","https://instagram.com/zipi.rosental.makeup?utm_medium=copy_link","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(117)","5.0","(117)","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACgAAAAoCAMAAAC7IEhfAAAAflBMVEVHcEzs8v/b6P/a5//V5P+91f+jxP+gw/+hxP+ox//B1//X5P/4+v/M3v/Q4f/9/f/u9P+ty/+xzf/z9/+jxv+yzf+81P+avv13ne9PfOM5bt+BpvIyat4+cd9DdOCStvmIrfVeiOdslOuTtf+Qsv+HrP+NsP+4zv9Tg/Kpw/9P6VkYAAAAKnRSTlMAJUtjcbD2///qplcQin4ELNzPHv/OtP///////////////9rPsKlt8ITWgCk1AAABgUlEQVR4AX2VBZLDMAwAw1LK4AsYAoft/z94obHk0BaGdkQmb44fhFEUBr63SxgngD0A6eG4ZZ3OCTAQ08t1zYtIs6ThMlwMqxxmQW932ODxdLwUNrkz88TioRhAsHxQ9gwsIi9KKcsiF6xO2y/zlDZVh9GKmeGUOCGv0NWELshMx+RnsNTW68ya6rz03pUFLCtGyUL2YgiWXHNR5xTy6LSMjeSibNBpPCFRuaJCnvsGexEtT+/IxO0aIeDTBtEa8kwrgM/8AgTO50hEjghCWZPWcBIjcMzGyC5999d0npP6CA6Iqi3LViGCQ2DHQyrbjnw8XjKLOIqziKm7azunborPjkLVKNDduyFpTSulNANS6laBoE1B20yoqmuY0cnFVEHKNi62slogy3wwL3QU+OoxTIV0FPqZY6MXEu21kI4rFmZdNJ8CDuwCEDvix5VfKdvi3b18vrbEb+51nH7Wxd/lXfr3Wmqvv9Wr+f2aaW83HOP487LW79HbxQ/+OpbPxz+OulJiB8BuewAAAABJRU5ErkJggg==","""עשיתי איפור לחתונה אצל ציפי וקיבלתי שרות מעל ומעבר."""
"גודה בי""ס לאיפור","גודה בי""ס לאיפור","אין ביקורות","מלכי ישראל 16","","","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"מיכל לוין | לרקוח יחד עם הטבע | טיפוח אורגני בריא","מיכל לוין | לרקוח יחד עם הטבע | טיפוח אורגני בריא","· חנות קוסמטיקה","קדימה ·","079-559-9171","פתוח ⋅ ייסגר בשעה 16:00","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiV9vm9gdH8AhXVhtUKHTWLAmEYABAAGgJ3cw&ohost=www.google.com&cid=CAESbeD2-7HogNbR9124ElQvvGL6WxxO6tQzpfgl1mDjp3r2KWuRRHd0w1YNSPk4WfG1q--i055k7JIN0eju-jGwfRdC5PbAzoCa3o1M-SgwJn1TLRM53DGSA_B92QDL9KvdA1HC9VJAzbPFgXWwNe8&sig=AOD64_34-_GKsELNvEVW4bRokjBgfs0Z7A&q=&ctype=99&ved=2ahUKEwjsjPG9gdH8AhX8R_EDHZKIDCo4FBCErAF6BAgWEBc&adurl=","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.8","(161)","4.8","(161)","",""
"איפור ושיער לכלות רחלי אבודרהם Makeup Hair Brid Racheli Abudraham","איפור ושיער לכלות רחלי אבודרהם Makeup Hair Brid Racheli Abudraham","אין ביקורות · מכון יופי","בית שערים 6א ·","055-561-3997","פתוח ⋅ ייסגר בשעה 18:00","https://instagram.com/racheli.hair.makeup?r=nametag","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"MG ILANA","MG ILANA","אין ביקורות · מכון יופי","יפו 97 ·","02-624-5885","פתוח ⋅ ייסגר בשעה 18:00","https://mgilana10.wixsite.com/mgilana","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"אתל סררו - איפור לאירועים","אתל סררו - איפור לאירועים","· מתכנן אירועים","רבדים 31 ·","053-934-5235","","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(1)","5.0","(1)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מקצועית ומוכשרת שאין עוד ברמה שלה"""
"אילנה בלום - מאפרת מקצועית | איפור כלות | איפור ערב","אילנה בלום - מאפרת מקצועית | איפור כלות | איפור ערב","· חנות קוסמטיקה","רחובות ·","077-886-6087","פתוח ⋅ ייסגר בשעה 19:00","http://www.ilanablum.co.il/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.0","(2)","4.0","(2)","",""
