mispar_mosah|shem_mosah|cod_sug_mosah|sug_mosah|ktovet|yishuv|telephone|mikud|cod_miktzoa|miktzoa|menahel_miktzoa|rasham_havarot
"60190"|"מוסך מחניים בע מ קיבוץ מחניים"|"6"|"מוסך מורשה"|"ד.נ.גליל עליון"|"מחניים"|"04-6933767"|"12315"|"180"|"בדיקות-רכב )קניה ומכירה)"|"זאב שמיר"|"513919761"
"60190"|"מוסך מחניים בע מ קיבוץ מחניים"|"6"|"מוסך מורשה"|"ד.נ.גליל עליון"|"מחניים"|"04-6933767"|"12315"|"190"|"טרקטורים ומכונות ניידות"|"זאב שמיר"|"513919761"
"60190"|"מוסך מחניים בע מ קיבוץ מחניים"|"6"|"מוסך מורשה"|"ד.נ.גליל עליון"|"מחניים"|"04-6933767"|"12315"|"191"|"תיקון טרקטורונים"|"זאב שמיר"|"513919761"
"60190"|"מוסך מחניים בע מ קיבוץ מחניים"|"6"|"מוסך מורשה"|"ד.נ.גליל עליון"|"מחניים"|"04-6933767"|"12315"|"194"|"תיקון מלגזות הרמה"|"זאב שמיר"|"513919761"
"60193"|"מרוץ  ש.א הקריות בע מ"|"6"|"מוסך מורשה"|"ת.ד. 9126  יוסף לוי 27"|"קריית ביאליק"|"04-8402213"|"31071"|"10"|"מכונאות רכב בנזין"|"עמר אברהם"|"513616011"
"60193"|"מרוץ  ש.א הקריות בע מ"|"6"|"מוסך מורשה"|"ת.ד. 9126  יוסף לוי 27"|"קריית ביאליק"|"04-8402213"|"31071"|"20"|"מכונאות רכב דיזל"|"עמר אברהם"|"513616011"
"60193"|"מרוץ  ש.א הקריות בע מ"|"6"|"מוסך מורשה"|"ת.ד. 9126  יוסף לוי 27"|"קריית ביאליק"|"04-8402213"|"31071"|"70"|"תיקון מרכבי רכב"|"עמורי תייסיר"|"513616011"
"60193"|"מרוץ  ש.א הקריות בע מ"|"6"|"מוסך מורשה"|"ת.ד. 9126  יוסף לוי 27"|"קריית ביאליק"|"04-8402213"|"31071"|"100"|"צבעות רכב"|"עמורי תייסיר"|"513616011"
"60199"|"גולן שמעון מוסך אופנועים"|"6"|"מוסך מורשה"|"ת.ד. 3597 א.תעשיה ישן"|"חדרה"|"04-6225859"|"38134"|"150"|"מכונאות אופנועים וקטנועים"|"גולן שמעון"|"022245443"
"60199"|"גולן שמעון מוסך אופנועים"|"6"|"מוסך מורשה"|"ת.ד. 3597 א.תעשיה ישן"|"חדרה"|"04-6225859"|"38134"|"191"|"תיקון טרקטורונים"|"גולן שמעון"|"022245443"
"60200"|"אגבריה מוסטפא - חשמל ומיזוג אויר"|"6"|"מוסך מורשה"|"ת.ד.73 בסמ ה מועאויה"|"אום אל-פחם"|"04-6310774"|"30023"|"30"|"חשמלאות רכב"|"אגבריה מוסטפא"|"058565284"
"60200"|"אגבריה מוסטפא - חשמל ומיזוג אויר"|"6"|"מוסך מורשה"|"ת.ד.73 בסמ ה מועאויה"|"אום אל-פחם"|"04-6310774"|"30023"|"205"|"שירות תיקון למזגן אויר לרכב"|"אגבריה מוסטפא"|"058565284"
"60203"|"מוסך חאג' אמיל בע מ"|"6"|"מוסך מורשה"|"ת.ד.2282 א.תעשיה"|"כפר יאסיף"|"04-9567365"|"24908"|"10"|"מכונאות רכב בנזין"|"חאג' עאדל"|"515906469"
"60203"|"מוסך חאג' אמיל בע מ"|"6"|"מוסך מורשה"|"ת.ד.2282 א.תעשיה"|"כפר יאסיף"|"04-9567365"|"24908"|"20"|"מכונאות רכב דיזל"|"חאג' עאדל"|"515906469"
"60203"|"מוסך חאג' אמיל בע מ"|"6"|"מוסך מורשה"|"ת.ד.2282 א.תעשיה"|"כפר יאסיף"|"04-9567365"|"24908"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"חאג' עאדל"|"515906469"
"60203"|"מוסך חאג' אמיל בע מ"|"6"|"מוסך מורשה"|"ת.ד.2282 א.תעשיה"|"כפר יאסיף"|"04-9567365"|"24908"|"30"|"חשמלאות רכב"|"חאג' עאדל"|"515906469"
"60204"|"טייר סנטר רשת צמיגים בע מ"|"6"|"מוסך מורשה"|"חלוצי התעשיה 118"|"חיפה"|"04-8415317"|"26294"|"130"|"תיקון והחלפת צמיגים"|"ענף רחמים"|"514583558"
"60205"|"מגדוב עפיף צמיגי מוחמד אבו סנאן"|"6"|"מוסך מורשה"|"ת.ד.479 כביש ראשיאבו סנאן"|"אבו סנאן"|"04-9965238"|"24905"|"10"|"מכונאות רכב בנזין"|"סויטי אכרם"|"000000000"
"60205"|"מגדוב עפיף צמיגי מוחמד אבו סנאן"|"6"|"מוסך מורשה"|"ת.ד.479 כביש ראשיאבו סנאן"|"אבו סנאן"|"04-9965238"|"24905"|"20"|"מכונאות רכב דיזל"|"סויטי אכרם"|"000000000"
"60205"|"מגדוב עפיף צמיגי מוחמד אבו סנאן"|"6"|"מוסך מורשה"|"ת.ד.479 כביש ראשיאבו סנאן"|"אבו סנאן"|"04-9965238"|"24905"|"130"|"תיקון והחלפת צמיגים"|"מגדוב עפיף"|"000000000"
"60205"|"מגדוב עפיף צמיגי מוחמד אבו סנאן"|"6"|"מוסך מורשה"|"ת.ד.479 כביש ראשיאבו סנאן"|"אבו סנאן"|"04-9965238"|"24905"|"195"|"תיקון וכוון מתלים ברכב"|"סויטי אכרם"|"000000000"
"60210"|"יאניאק עתר- אבי מכשירנים"|"6"|"מוסך מורשה"|"חלוציי תעשיה 79 תד' 10849"|"חיפה"|"04-8411220"|"26119"|"144"|"תיקון מחוונים"|"כבת חאלד"|"025288135"
"60210"|"יאניאק עתר- אבי מכשירנים"|"6"|"מוסך מורשה"|"חלוציי תעשיה 79 תד' 10849"|"חיפה"|"04-8411220"|"26119"|"207"|"תיקון וכיול טכוגרפים"|"כבת חאלד"|"025288135"
"60221"|"ד.שוקרון כיווני פרונט 2014 בע מ"|"6"|"מוסך מורשה"|"האיטלקים 3"|"חיפה"|"04-8535871"|"33266"|"195"|"תיקון וכוון מתלים ברכב"|"דוד שוקרון"|"514851609"
"60227"|"גד אל - ציוד תברואה בע מ"|"6"|"מוסך מורשה"|"ת.ד.471 קרן היסוד 25"|"קריית אתא"|"04-8414884"|"28000"|"173"|"אישור כשירות לצמ ה ומכונה ניידת"|"אורן אייל"|"510715279"
"60227"|"גד אל - ציוד תברואה בע מ"|"6"|"מוסך מורשה"|"ת.ד.471 קרן היסוד 25"|"קריית אתא"|"04-8414884"|"28000"|"190"|"טרקטורים ומכונות ניידות"|"אורן אייל"|"510715279"
"60227"|"גד אל - ציוד תברואה בע מ"|"6"|"מוסך מורשה"|"ת.ד.471 קרן היסוד 25"|"קריית אתא"|"04-8414884"|"28000"|"194"|"תיקון מלגזות הרמה"|"אורן אייל"|"510715279"
"60229"|"יו.אמ.איי.מרכז שרות חיפה בע מ"|"6"|"מוסך מורשה"|"תד' 25066 שד'ההסתדרות 40"|"חיפה"|"04-8817601"|"32960"|"10"|"מכונאות רכב בנזין"|"חאג' כמאל"|"513379503"
"60229"|"יו.אמ.איי.מרכז שרות חיפה בע מ"|"6"|"מוסך מורשה"|"תד' 25066 שד'ההסתדרות 40"|"חיפה"|"04-8817601"|"32960"|"20"|"מכונאות רכב דיזל"|"חאג' כמאל"|"513379503"
"60229"|"יו.אמ.איי.מרכז שרות חיפה בע מ"|"6"|"מוסך מורשה"|"תד' 25066 שד'ההסתדרות 40"|"חיפה"|"04-8817601"|"32960"|"70"|"תיקון מרכבי רכב"|"חמו אברהם"|"513379503"
"60229"|"יו.אמ.איי.מרכז שרות חיפה בע מ"|"6"|"מוסך מורשה"|"תד' 25066 שד'ההסתדרות 40"|"חיפה"|"04-8817601"|"32960"|"100"|"צבעות רכב"|"חמו אברהם"|"513379503"
"60232"|"מסרי חאלד איברהים - פרונט בקה"|"6"|"מוסך מורשה"|"בקה - במשולש"|"באקה אל-גרביה"|"04-6381458"|"30100"|"195"|"תיקון וכוון מתלים ברכב"|"מסרי חאלד"|"023126220"
"60235"|"חתחות סלוא  מוסך השלושה"|"6"|"מוסך מורשה"|"ת.ד.2964 הגדוד 22"|"עכו"|"04-9915626"|"24516"|"70"|"תיקון מרכבי רכב"|"חתחות ח'אלד"|"000000000"
"60235"|"חתחות סלוא  מוסך השלושה"|"6"|"מוסך מורשה"|"ת.ד.2964 הגדוד 22"|"עכו"|"04-9915626"|"24516"|"100"|"צבעות רכב"|"חתחות ח'אלד"|"000000000"
"60236"|"יזרע טורס בע מ"|"6"|"מוסך מורשה"|"ת.ד.   181"|"מוקייבלה"|"04-6400075"|"19354"|"10"|"מכונאות רכב בנזין"|"זייאדה פאדל"|"510927924"
"60236"|"יזרע טורס בע מ"|"6"|"מוסך מורשה"|"ת.ד.   181"|"מוקייבלה"|"04-6400075"|"19354"|"20"|"מכונאות רכב דיזל"|"זייאדה פאדל"|"510927924"
"60236"|"יזרע טורס בע מ"|"6"|"מוסך מורשה"|"ת.ד.   181"|"מוקייבלה"|"04-6400075"|"19354"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"זייאדה פאדל"|"510927924"
"60245"|"שיבאן עיסא חנא"|"6"|"מוסך מורשה"|"כפר ראמה"|"ראמה"|"04-9881755"|"30055"|"10"|"מכונאות רכב בנזין"|"שיבאן עיסא"|"200985604"
"60245"|"שיבאן עיסא חנא"|"6"|"מוסך מורשה"|"כפר ראמה"|"ראמה"|"04-9881755"|"30055"|"20"|"מכונאות רכב דיזל"|"שיבאן עיסא"|"200985604"
"60246"|"דאוד מונדר נכסים"|"6"|"מוסך מורשה"|"א.תעשיה ת.ד. 326"|"כפר יאסיף"|"052-5088895"|"24908"|"70"|"תיקון מרכבי רכב"|"דאוד מונדר"|"000000000"
"60246"|"דאוד מונדר נכסים"|"6"|"מוסך מורשה"|"א.תעשיה ת.ד. 326"|"כפר יאסיף"|"052-5088895"|"24908"|"100"|"צבעות רכב"|"דאוד מונדר"|"000000000"
"60251"|"חאלילה מוחמד - מוסך סחנין"|"6"|"מוסך מורשה"|"ת.ד.3822 א.תעשיה"|"סח'נין"|"04-6741753"|"20173"|"10"|"מכונאות רכב בנזין"|"חאלילה מוחמד"|"020292587"
"60251"|"חאלילה מוחמד - מוסך סחנין"|"6"|"מוסך מורשה"|"ת.ד.3822 א.תעשיה"|"סח'נין"|"04-6741753"|"20173"|"20"|"מכונאות רכב דיזל"|"חאלילה מוחמד"|"020292587"
"60257"|"ס.מ.א.ח.לרכב 2001 בע מ"|"6"|"מוסך מורשה"|"החרמש 7 ת.ד.1027"|"כרמיאל"|"04-9586418"|"20100"|"10"|"מכונאות רכב בנזין"|"מריסאת אחמד"|"513165985"
"60257"|"ס.מ.א.ח.לרכב 2001 בע מ"|"6"|"מוסך מורשה"|"החרמש 7 ת.ד.1027"|"כרמיאל"|"04-9586418"|"20100"|"20"|"מכונאות רכב דיזל"|"מריסאת אחמד"|"513165985"
"60258"|"בן חיים אור  שרותי רכב"|"6"|"מוסך מורשה"|"אזור תעשיה תד' 3515"|"מגדל העמק"|"04-6588850"|"10500"|"10"|"מכונאות רכב בנזין"|"בן חיים הרצל"|"307991224"
"60258"|"בן חיים אור  שרותי רכב"|"6"|"מוסך מורשה"|"אזור תעשיה תד' 3515"|"מגדל העמק"|"04-6588850"|"10500"|"20"|"מכונאות רכב דיזל"|"בן חיים הרצל"|"307991224"
"60258"|"בן חיים אור  שרותי רכב"|"6"|"מוסך מורשה"|"אזור תעשיה תד' 3515"|"מגדל העמק"|"04-6588850"|"10500"|"30"|"חשמלאות רכב"|"בן-חיים הרצל"|"307991224"
"60258"|"בן חיים אור  שרותי רכב"|"6"|"מוסך מורשה"|"אזור תעשיה תד' 3515"|"מגדל העמק"|"04-6588850"|"10500"|"205"|"שירות תיקון למזגן אויר לרכב"|"בן-חיים הרצל"|"307991224"
"60261"|"עמאד את עודאי עבד אלחילים"|"6"|"מוסך מורשה"|"מנשיה זבדה ד.נ.עמקים"|"מנשית זבדה"|"052-3408844"|"30910"|"10"|"מכונאות רכב בנזין"|"אילון אליעזר"|"316066620"
"60261"|"עמאד את עודאי עבד אלחילים"|"6"|"מוסך מורשה"|"מנשיה זבדה ד.נ.עמקים"|"מנשית זבדה"|"052-3408844"|"30910"|"20"|"מכונאות רכב דיזל"|"אילון אליעזר"|"316066620"
"60264"|"מוסך ח.א.עפולה בע מ"|"6"|"מוסך מורשה"|"חרוד 4 א.תעשיה"|"עפולה"|"04-6093000"|"18712"|"70"|"תיקון מרכבי רכב"|"חרבג'י חוסאם"|"514866185"
"60264"|"מוסך ח.א.עפולה בע מ"|"6"|"מוסך מורשה"|"חרוד 4 א.תעשיה"|"עפולה"|"04-6093000"|"18712"|"100"|"צבעות רכב"|"חרבג'י חוסאם"|"514866185"
"60267"|"מ.מ.ס.י.שרותי דרך וגרירה בע מ"|"6"|"מוסך מורשה"|"הבונים החופשיים 6  ת ד 25588"|"חיפה"|"04-6101200"|"32960"|"10"|"מכונאות רכב בנזין"|"סוריאו מריאן"|"514257278"
"60267"|"מ.מ.ס.י.שרותי דרך וגרירה בע מ"|"6"|"מוסך מורשה"|"הבונים החופשיים 6  ת ד 25588"|"חיפה"|"04-6101200"|"32960"|"20"|"מכונאות רכב דיזל"|"סוריאו מריאן"|"514257278"
"60267"|"מ.מ.ס.י.שרותי דרך וגרירה בע מ"|"6"|"מוסך מורשה"|"הבונים החופשיים 6  ת ד 25588"|"חיפה"|"04-6101200"|"32960"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"סוריאו מריאן"|"514257278"
"60267"|"מ.מ.ס.י.שרותי דרך וגרירה בע מ"|"6"|"מוסך מורשה"|"הבונים החופשיים 6  ת ד 25588"|"חיפה"|"04-6101200"|"32960"|"70"|"תיקון מרכבי רכב"|"בחוס פהים"|"514257278"
"60267"|"מ.מ.ס.י.שרותי דרך וגרירה בע מ"|"6"|"מוסך מורשה"|"הבונים החופשיים 6  ת ד 25588"|"חיפה"|"04-6101200"|"32960"|"100"|"צבעות רכב"|"גרוטס יצחק"|"514257278"
"60269"|"שלאעטה סלאח   מוסך אבו גזאלה"|"6"|"מוסך מורשה"|"שכונת הבריכה א.תעשיה"|"סח'נין"|"04-536031"|"20173"|"70"|"תיקון מרכבי רכב"|"שלאעטה סלאח"|"059553784"
"60269"|"שלאעטה סלאח   מוסך אבו גזאלה"|"6"|"מוסך מורשה"|"שכונת הבריכה א.תעשיה"|"סח'נין"|"04-536031"|"20173"|"100"|"צבעות רכב"|"שלאעטה סלאח"|"059553784"
"60272"|"חטאב מוחמד - חשמלאות רכב"|"6"|"מוסך מורשה"|"ת.ד.6319 דרך המחצבה"|"נצרת"|"04-6010547"|"16000"|"30"|"חשמלאות רכב"|"חטאב מוחמד"|"028221745"
"60276"|"עאמר מחמוד מוסך צק פוסט"|"6"|"מוסך מורשה"|"המוסכים 27"|"חיפה"|"04-8490939"|"26111"|"10"|"מכונאות רכב בנזין"|"עאמר מחמוד"|"000000000"
"60276"|"עאמר מחמוד מוסך צק פוסט"|"6"|"מוסך מורשה"|"המוסכים 27"|"חיפה"|"04-8490939"|"26111"|"20"|"מכונאות רכב דיזל"|"עאמר מחמוד"|"000000000"
"60282"|"דרוקר ישראל מכוני הספידומטר ינקו"|"6"|"מוסך מורשה"|"ת.ד.1119 רמז 4"|"עפולה"|"04-6400963"|"18110"|"144"|"תיקון מחוונים"|"דרוקר ישראל"|"000000000"
"60282"|"דרוקר ישראל מכוני הספידומטר ינקו"|"6"|"מוסך מורשה"|"ת.ד.1119 רמז 4"|"עפולה"|"04-6400963"|"18110"|"207"|"תיקון וכיול טכוגרפים"|"דרוקר ישראל"|"000000000"
"60285"|"דמתי - זגגות רכב בע מ"|"6"|"מוסך מורשה"|"ת.ד.6253"|"כרמיאל"|"04-9989372"|"20100"|"120"|"זגגות רכב"|"דמתי יוסף"|"511806655"
"60288"|"עזאם עזיז - מוסך"|"6"|"מוסך מורשה"|"רח הגדוד 22"|"עכו"|"04-9913133"|"24103"|"70"|"תיקון מרכבי רכב"|"עזאם עזיז"|"305200404"
"60290"|"מוראד היתם פנצרית לונה 2010"|"6"|"מוסך מורשה"|"רח השיש 49"|"חיפה"|"04-8424876"|"32960"|"130"|"תיקון והחלפת צמיגים"|"מוראד היתם"|"000000000"
"60295"|"בוזגלו מימון - מכונאות רכב"|"6"|"מוסך מורשה"|"ת.ד.147 יבנה 1"|"נשר"|"04-8210546"|"20300"|"10"|"מכונאות רכב בנזין"|"מימון בוזגלו"|"064207426"
"60295"|"בוזגלו מימון - מכונאות רכב"|"6"|"מוסך מורשה"|"ת.ד.147 יבנה 1"|"נשר"|"04-8210546"|"20300"|"20"|"מכונאות רכב דיזל"|"מימון בוזגלו"|"064207426"
"60297"|"מחמד גבארין - חשמל רכב פנדי"|"6"|"מוסך מורשה"|"ת.דלק דור ת ד 7753"|"אום אל-פחם"|"04-6352690"|"30010"|"30"|"חשמלאות רכב"|"גבארין מוסאפנדי"|"203933932"
"60297"|"מחמד גבארין - חשמל רכב פנדי"|"6"|"מוסך מורשה"|"ת.דלק דור ת ד 7753"|"אום אל-פחם"|"04-6352690"|"30010"|"205"|"שירות תיקון למזגן אויר לרכב"|"גבארין מוסאפנדי"|"203933932"
"60298"|"מוסך מ.ד. הצפון"|"6"|"מוסך מורשה"|"אזור תעשיה החדש כסרא פקיעין"|"כסרא"|"054-8110338"|"25180"|"10"|"מכונאות רכב בנזין"|"דאהוד מוחמד"|"066008475"
"60298"|"מוסך מ.ד. הצפון"|"6"|"מוסך מורשה"|"אזור תעשיה החדש כסרא פקיעין"|"כסרא"|"054-8110338"|"25180"|"20"|"מכונאות רכב דיזל"|"דאהוד מוחמד"|"066008475"
"60298"|"מוסך מ.ד. הצפון"|"6"|"מוסך מורשה"|"אזור תעשיה החדש כסרא פקיעין"|"כסרא"|"054-8110338"|"25180"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"דאהוד מוחמד"|"066008475"
"60301"|"פטימה מוחמד - אחים צאדק צמיגים"|"6"|"מוסך מורשה"|"ת.ד.1017 א.תעשיה"|"באקה אל-גרביה"|"04-6280342"|"30100"|"130"|"תיקון והחלפת צמיגים"|"פטימה מוחמד"|"021153846"
"60303"|"קתחודה זקי - תיקון צמיגים"|"6"|"מוסך מורשה"|"רח צהל תחנת דלק פז"|"חדרה"|"04-6225945"|"38220"|"130"|"תיקון והחלפת צמיגים"|"קתחודה זקי"|"026195677"
"60307"|"חאזם ואאל אוטו  טופ 2006"|"6"|"מוסך מורשה"|"המלאכה 5"|"טירת כרמל"|"04-8584451"|"30200"|"70"|"תיקון מרכבי רכב"|"בשארה חליל"|"027607266"
"60307"|"חאזם ואאל אוטו  טופ 2006"|"6"|"מוסך מורשה"|"המלאכה 5"|"טירת כרמל"|"04-8584451"|"30200"|"100"|"צבעות רכב"|"חאזם ואיל"|"027607266"
"60311"|"חמודי חמוד מוסך לפחחות וצבע בע מ"|"6"|"מוסך מורשה"|"א.תעשייה ת ד 1083"|"ירכא"|"04-9561335"|"24967"|"70"|"תיקון מרכבי רכב"|"ח'טיב מונזר"|"516041993"
"60313"|"מוסכי צ.מ.ח בע מ"|"6"|"מוסך מורשה"|"החרמש 22 מפרץ ת.ד 10199"|"חיפה"|"04-8722734"|"26111"|"173"|"אישור כשירות לצמ ה ומכונה ניידת"|"נוסקין אברהם"|"510825649"
"60313"|"מוסכי צ.מ.ח בע מ"|"6"|"מוסך מורשה"|"החרמש 22 מפרץ ת.ד 10199"|"חיפה"|"04-8722734"|"26111"|"190"|"טרקטורים ומכונות ניידות"|"נוסקין אברהם"|"510825649"
"60313"|"מוסכי צ.מ.ח בע מ"|"6"|"מוסך מורשה"|"החרמש 22 מפרץ ת.ד 10199"|"חיפה"|"04-8722734"|"26111"|"194"|"תיקון מלגזות הרמה"|"נוסקין אברהם"|"510825649"
"60314"|"לרט ערן - אופנועים"|"6"|"מוסך מורשה"|"א.תעשיה ת.ד.1116 ראש פינה"|"חצור הגלילית"|"04-6935566"|"10300"|"150"|"מכונאות אופנועים וקטנועים"|"לרט ערן"|"024587099"
"60314"|"לרט ערן - אופנועים"|"6"|"מוסך מורשה"|"א.תעשיה ת.ד.1116 ראש פינה"|"חצור הגלילית"|"04-6935566"|"10300"|"191"|"תיקון טרקטורונים"|"לרט ערן"|"024587099"
"60318"|"גירומטיק - מכון לגירים אוטו בע מ"|"6"|"מוסך מורשה"|"רח המוסכים 51"|"חיפה"|"04-8416363"|"32960"|"206"|"תיקון תיבות הילוכים אוטומטיות"|"הרץ יוסף"|"511340309"
"60319"|"ביטון אריה מוסך א.ב חיפה"|"6"|"מוסך מורשה"|"השיש 21 מפרץ"|"חיפה"|"04-8769939"|"26292"|"10"|"מכונאות רכב בנזין"|"רויטמן סמואל"|"000000000"
"60319"|"ביטון אריה מוסך א.ב חיפה"|"6"|"מוסך מורשה"|"השיש 21 מפרץ"|"חיפה"|"04-8769939"|"26292"|"20"|"מכונאות רכב דיזל"|"רויטמן סמואל"|"000000000"
"60321"|"וחיד כסאברי טכנו פרונט יפיעאליאס"|"6"|"מוסך מורשה"|"ת.ד.12 יפיע"|"יפיע"|"04-6562094"|"16955"|"195"|"תיקון וכוון מתלים ברכב"|"מרגיה יעקוב"|"034008037"
"60324"|"א.ד.מוסך דיזל 2002 בע מ"|"6"|"מוסך מורשה"|"א.תעשיה חדש"|"כפר כנא"|"04-6418470"|"16930"|"10"|"מכונאות רכב בנזין"|"דראושה ח'דר"|"513267591"
"60324"|"א.ד.מוסך דיזל 2002 בע מ"|"6"|"מוסך מורשה"|"א.תעשיה חדש"|"כפר כנא"|"04-6418470"|"16930"|"20"|"מכונאות רכב דיזל"|"דראושה ח'דר"|"513267591"
"60324"|"א.ד.מוסך דיזל 2002 בע מ"|"6"|"מוסך מורשה"|"א.תעשיה חדש"|"כפר כנא"|"04-6418470"|"16930"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"דראושה ח'דר"|"513267591"
"60325"|"סייף סייף סוהיל"|"6"|"מוסך מורשה"|"אל המעין - שפרעם"|"שפרעם"|"04-9869016"|"20200"|"130"|"תיקון והחלפת צמיגים"|"סייף סייף סוהיל"|"026166561"
"60326"|"משארקה מוחמד בע מ"|"6"|"מוסך מורשה"|"קהילת ציון 6/7"|"עפולה"|"04-6597003"|"18301"|"70"|"תיקון מרכבי רכב"|"זידאני נאדר"|"512032863"
"60326"|"משארקה מוחמד בע מ"|"6"|"מוסך מורשה"|"קהילת ציון 6/7"|"עפולה"|"04-6597003"|"18301"|"100"|"צבעות רכב"|"זידאני נאדר"|"512032863"
"60327"|"נגררי מתכת התבור בע מ"|"6"|"מוסך מורשה"|"א.ת.אלון תבור"|"עפולה"|"04-9535051"|"18350"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"עביד זועבי מאהר"|"515363398"
"60327"|"נגררי מתכת התבור בע מ"|"6"|"מוסך מורשה"|"א.ת.אלון תבור"|"עפולה"|"04-9535051"|"18350"|"80"|"מסגרות רכב )תיקון ארגזים)"|"שיבלי סופיאן"|"515363398"
"60328"|"מוסך א.א.גל שירות וסחר בע מ"|"6"|"מוסך מורשה"|"ת.ד.9579 החרושת 53"|"קריית ביאליק"|"04-8741321"|"27000"|"173"|"אישור כשירות לצמ ה ומכונה ניידת"|""|"512844374"
"60328"|"מוסך א.א.גל שירות וסחר בע מ"|"6"|"מוסך מורשה"|"ת.ד.9579 החרושת 53"|"קריית ביאליק"|"04-8741321"|"27000"|"190"|"טרקטורים ומכונות ניידות"|"גיציס אלכסנדר"|"512844374"
"60328"|"מוסך א.א.גל שירות וסחר בע מ"|"6"|"מוסך מורשה"|"ת.ד.9579 החרושת 53"|"קריית ביאליק"|"04-8741321"|"27000"|"194"|"תיקון מלגזות הרמה"|"גיציס אלכסנדר"|"512844374"
"60329"|"בני משה ביטון - ד.א.י.ש.בע מ"|"6"|"מוסך מורשה"|"רח היצירה 13"|"עפולה"|"04-6597474"|"18350"|"130"|"תיקון והחלפת צמיגים"|"ביטון גיא"|"511036832"
"60344"|"מוסך קורטאם לדיזלים"|"6"|"מוסך מורשה"|"בהרב יקותיאל 47 תד' 10899"|"חיפה"|"04-8411140"|"26119"|"20"|"מכונאות רכב דיזל"|"קורטאם וליד"|"059429191"
"60344"|"מוסך קורטאם לדיזלים"|"6"|"מוסך מורשה"|"בהרב יקותיאל 47 תד' 10899"|"חיפה"|"04-8411140"|"26119"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"קורטאם וליד"|"059429191"
"60344"|"מוסך קורטאם לדיזלים"|"6"|"מוסך מורשה"|"בהרב יקותיאל 47 תד' 10899"|"חיפה"|"04-8411140"|"26119"|"190"|"טרקטורים ומכונות ניידות"|"קורטאם נימר"|"059429191"
"60344"|"מוסך קורטאם לדיזלים"|"6"|"מוסך מורשה"|"בהרב יקותיאל 47 תד' 10899"|"חיפה"|"04-8411140"|"26119"|"194"|"תיקון מלגזות הרמה"|"קורטאם נימר"|"059429191"
"60345"|"מוסך דיזל חסן שהואן בע מ"|"6"|"מוסך מורשה"|"איכסאל ת.ד 673 א.תעשיה"|"אכסאל"|"04-6560357"|"16920"|"10"|"מכונאות רכב בנזין"|"שהואן תופיק"|"511510299"
"60345"|"מוסך דיזל חסן שהואן בע מ"|"6"|"מוסך מורשה"|"איכסאל ת.ד 673 א.תעשיה"|"אכסאל"|"04-6560357"|"16920"|"20"|"מכונאות רכב דיזל"|"שהואן תופיק"|"511510299"
"60345"|"מוסך דיזל חסן שהואן בע מ"|"6"|"מוסך מורשה"|"איכסאל ת.ד 673 א.תעשיה"|"אכסאל"|"04-6560357"|"16920"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"שהואן תופיק"|"511510299"
"60345"|"מוסך דיזל חסן שהואן בע מ"|"6"|"מוסך מורשה"|"איכסאל ת.ד 673 א.תעשיה"|"אכסאל"|"04-6560357"|"16920"|"30"|"חשמלאות רכב"|"עומרי מחמוד"|"511510299"
"60345"|"מוסך דיזל חסן שהואן בע מ"|"6"|"מוסך מורשה"|"איכסאל ת.ד 673 א.תעשיה"|"אכסאל"|"04-6560357"|"16920"|"111"|"תחזוקה ובדיקת מערכת כיבוי אש באוטו'"|"עומרי מחמוד"|"511510299"
"60345"|"מוסך דיזל חסן שהואן בע מ"|"6"|"מוסך מורשה"|"איכסאל ת.ד 673 א.תעשיה"|"אכסאל"|"04-6560357"|"16920"|"202"|"מוסך נייד לחילוץ ולתיקוני חירום"|"שהואן תאופיק"|"511510299"
"60345"|"מוסך דיזל חסן שהואן בע מ"|"6"|"מוסך מורשה"|"איכסאל ת.ד 673 א.תעשיה"|"אכסאל"|"04-6560357"|"16920"|"205"|"שירות תיקון למזגן אויר לרכב"|"עומרי מחמוד"|"511510299"
"60346"|"צמיגי כרמל בע מ"|"6"|"מוסך מורשה"|"תחנת דלק פז קסרייה"|"קיסריה"|"04-6266887"|"38111"|"130"|"תיקון והחלפת צמיגים"|"עודה עלי"|"511577116"
"60347"|"יוסי סעדה שירות לרכב יוסי"|"6"|"מוסך מורשה"|"המלאכה 14 א.ת. הרכבת"|"בנימינה-גבעת עדה*"|"050-8284075"|"30500"|"10"|"מכונאות רכב בנזין"|"סעדה יוסי"|"033816950"
"60347"|"יוסי סעדה שירות לרכב יוסי"|"6"|"מוסך מורשה"|"המלאכה 14 א.ת. הרכבת"|"בנימינה-גבעת עדה*"|"050-8284075"|"30500"|"20"|"מכונאות רכב דיזל"|"סעדה יוסי"|"033816950"
"60347"|"יוסי סעדה שירות לרכב יוסי"|"6"|"מוסך מורשה"|"המלאכה 14 א.ת. הרכבת"|"בנימינה-גבעת עדה*"|"050-8284075"|"30500"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"סעדה יוסי"|"033816950"
