"vzRMeAg4Oi8__kl-trunc-name","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","rllt__details 3","rllt__details 4","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","YQ4gaf src","gqguwf"
"כתום צלמים","5.0","(98)","כתום צלמים","· סטודיו לצילום","5.0","(98)","מעל 15 שנות פעילות · חיפה ·","04-855-1441","פתוח ⋅ ייסגר בשעה 15:00","http://www.catom.net/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"אלפא צלמים - צילום חתונות ואירועים | צילום מגנטים","5.0","(4)","אלפא צלמים - צילום חתונות ואירועים | צילום מגנטים","· שירות צילום","5.0","(4)","תל אביב-יפו ·","058-712-3457","פתוח 24 שעות","https://www.instagram.com/alfa.photographers/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"אספוסה - צילום אירועים","4.5","(124)","אספוסה - צילום אירועים","· שירות צילום","4.5","(124)","מעל 7 שנות פעילות · ראשון לציון ·","077-601-8331","פתוח ⋅ ייסגר בשעה 22:00","https://www.esposa.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""צלמים מדהימים, מקצועיים, מצחיקים וזורמים
היה לנו כיף חיים!!!!"""
"LaVie Photography - לביא צילום | צילום אירועים | מגנטים לאירועים | סטודיו","5.0","(7)","LaVie Photography - לביא צילום | צילום אירועים | מגנטים לאירועים | סטודיו","· צלם","5.0","(7)","מעל 5 שנות פעילות · עכו ·","050-944-1919","פתוח 24 שעות","http://www.laviephoto.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""המוזמנים נהנו ממגוון מגנטים ואבי היה שם לתעד את כל הרגעים המיוחדים!"""
"Juval Photography - צלם חתונות","5.0","(28)","Juval Photography - צלם חתונות","· צלם חתונות","5.0","(28)","תל אביב-יפו ·","052-656-1221","פתוח 24 שעות","https://www.facebook.com/JuvalPhotography","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"בוק בת מצווה בטבע. עינת שפירו עודד .צלמת","4.9","(103)","בוק בת מצווה בטבע. עינת שפירו עודד .צלמת","· צלם","4.9","(103)","מעל 10 שנות פעילות · קרית עקרון ·","050-842-9201","פתוח 24 שעות","http://www.einat-photo.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"Cheese צילום ומגנטים","4.9","(15)","Cheese צילום ומגנטים","· שירות צילום","4.9","(15)","טירת כרמל ·","050-572-2617","פתוח 24 שעות","https://www.facebook.com/erezcheese","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""צילם מאות תמונות באירוע, והדפיס מגנטים בשפע."""
"","","","אימנס - מגנטים לאירועים - IMANES","· צלם","5.0","(5)","מעל 10 שנות פעילות ·","053-330-6060","פתוח 24 שעות","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""התמונות יוצאות מהמם והמגנט איכותי!"""
"בא לי מגנט, מגנטים לאירועים, צילום מגנטים","5.0","(2)","בא לי מגנט, מגנטים לאירועים, צילום מגנטים","· צלם חתונות","5.0","(2)","מעל 10 שנות פעילות · בת ים ·","054-796-0350","","http://www.b-magnet.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"צילום לאירועים ומגנטים - מאיר פלאש","5.0","(3)","צילום לאירועים ומגנטים - מאיר פלאש","· צלם","5.0","(3)","פתח תקווה ·","058-794-4667","פתוח ⋅ ייסגר בשעה 23:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מקצועי רמת שירות גבוהה ביותר"""
"לוקו גרופ - משרד פרסום וצילום אירועים","4.9","(8)","לוקו גרופ - משרד פרסום וצילום אירועים","· צלם חתונות","4.9","(8)","מעל 7 שנות פעילות · באר שבע ·","08-610-0702","פתוח ⋅ ייסגר בשעה 17:00","http://www.locogroup.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""צוות הצלמים המוכשר ביותר בארץ"""
"מור לוי צלם חתונות ואירועים בחיפה - Mor Levi Photographer","5.0","(89)","מור לוי צלם חתונות ואירועים בחיפה - Mor Levi Photographer","· צלם חתונות","5.0","(89)","מעל 7 שנות פעילות · חיפה ·","052-858-3752","פתוח 24 שעות","https://www.mor-levi.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"","","","וגאס מגנט","· מתכנן אירועים","4.3","(6)","מעל 5 שנות פעילות ·","050-673-3621","פתוח ⋅ ייסגר בשעה 21:00","","","","","",""
"סטודיו צילום אופנה ליאור קסון","5.0","(6)","סטודיו צילום אופנה ליאור קסון","· סטודיו לצילום","5.0","(6)","תל אביב ·","050-594-0935","פתוח ⋅ ייסגר בשעה 19:00","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj9nraR2tD8AhXPstUKHcYGDIcYABAHGgJ3cw&ohost=www.google.com&cid=CAESbeD2Krrvh4AZ9lCcK65pFYKHN0TNn5Nr5gB2H98rRLBko7SINyUkTQlUueDD5BXmpVcIY-xY4m8CQCxTVKO-wTQYUY1LKEXIMuv2PJ54lXd9HO_AnWJS60mJR1g5egpa7U9zAiNirsDAEsAyzK4&sig=AOD64_3OVJoCpX0NMBfm8fw7cCkqbhepSg&q=&ctype=99&ved=2ahUKEwiR966R2tD8AhWJSvEDHRN8BVU4UBCErAF6BAgBEBU&adurl=","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"המגנט הלוהט מגנטים לאירועים","5.0","(1)","המגנט הלוהט מגנטים לאירועים","· צלם חתונות","5.0","(1)","פתח תקווה ·","052-418-4525","פתוח 24 שעות","https://www.facebook.com/profile.php?id=100068902084255","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"Michael Photography - מייקל פוטוגרפי","5.0","(3)","Michael Photography - מייקל פוטוגרפי","· צלם חתונות","5.0","(3)","מעל 5 שנות פעילות · בית שמש ·","02-579-7959","פתוח ⋅ ייסגר בשעה 15:00","http://www.michael-photography.com/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""כישרוני יצירתי שירות מעל הכל!"""
"Wow צלמים","5.0","(8)","Wow צלמים","· צלם חתונות","5.0","(8)","מעל 7 שנות פעילות · תל אביב-יפו ·","058-555-5788","פתוח ⋅ ייסגר בשעה 22:00","http://www.wow-wed.com/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"צ'יק צ'אק - צילום אירועים","3.2","(9)","צ'יק צ'אק - צילום אירועים","· צלם","3.2","(9)","מעל 5 שנות פעילות · ראשון לציון ·","058-755-5755","פתוח ⋅ ייסגר בשעה 16:00","http://www.chik.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""שרותי הצילום המקצועיים שאני מכיר!"""
"צלם חתונות יניב כהן דינמיקה סטודיו .","4.8","(8)","צלם חתונות יניב כהן דינמיקה סטודיו .","· צלם חתונות","4.8","(8)","מעל 5 שנות פעילות · נתניה ·","054-532-1910","פתוח ⋅ ייסגר בשעה 21:00","http://studio-dy.com/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"פוטו שלי","4.0","(1)","פוטו שלי","· חנות צילום","4.0","(1)","ירושלים ·","02-625-8543","פתוח ⋅ ייסגר בשעה 19:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"יויו מגנטים לאירועים בהוד השרון","3.0","(2)","יויו מגנטים לאירועים בהוד השרון","· משרדי החברה","3.0","(2)","הוד השרון ·","052-309-1753","","https://yoyomagnet.com/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://www.gstatic.com/images/icons/material/system/2x/public_googblue_24dp.png","באתר של העסק יש אזכור של"
"MAG4U - מגנטים לאירועים","5.0","(3)","MAG4U - מגנטים לאירועים","· צלם חתונות","5.0","(3)","מעל 10 שנות פעילות · פרדס חנה כרכור ·","050-484-9000","פתוח ⋅ ייסגר בשעה 22:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
